"Column1","Pickup point","Status","Request Hour","Request Day","Request Timeslot"
"1324","Airport","Trip Completed","16","Wednesday","Evening"
"1063","City","Trip Completed","16","Wednesday","Evening"
"4007","City","Cancelled","16","Wednesday","Evening"
"1773","City","Trip Completed","16","Wednesday","Evening"
"1147","City","Trip Completed","16","Wednesday","Evening"
"1718","Airport","Trip Completed","16","Wednesday","Evening"
"4043","Airport","Cancelled","16","Wednesday","Evening"
"261","City","Trip Completed","16","Wednesday","Evening"
"1750","City","Trip Completed","16","Wednesday","Evening"
"5288","City","No Cars Available","16","Wednesday","Evening"
"5287","City","No Cars Available","16","Wednesday","Evening"
"5286","City","No Cars Available","16","Wednesday","Evening"
"5285","City","No Cars Available","16","Wednesday","Evening"
"5289","City","No Cars Available","16","Wednesday","Evening"
"1911","Airport","Trip Completed","16","Wednesday","Evening"
"2383","City","Trip Completed","16","Wednesday","Evening"
"542","City","Trip Completed","16","Wednesday","Evening"
"557","City","Trip Completed","16","Wednesday","Evening"
"3734","City","Cancelled","16","Wednesday","Evening"
"617","Airport","Trip Completed","16","Wednesday","Evening"
"3205","Airport","Cancelled","16","Wednesday","Evening"
"2612","Airport","Trip Completed","16","Wednesday","Evening"
"3073","Airport","Cancelled","16","Wednesday","Evening"
"831","Airport","Trip Completed","16","Wednesday","Evening"
"832","City","Trip Completed","16","Wednesday","Evening"
"3083","Airport","Cancelled","16","Wednesday","Evening"
"2378","City","Trip Completed","17","Wednesday","Evening"
"528","Airport","Trip Completed","17","Wednesday","Evening"
"1340","City","Trip Completed","17","Wednesday","Evening"
"1051","Airport","Trip Completed","17","Wednesday","Evening"
"2746","City","Trip Completed","17","Wednesday","Evening"
"598","Airport","Trip Completed","17","Wednesday","Evening"
"1307","Airport","Trip Completed","17","Wednesday","Evening"
"3108","Airport","Cancelled","17","Wednesday","Evening"
"938","City","Trip Completed","17","Wednesday","Evening"
"3405","Airport","Cancelled","17","Wednesday","Evening"
"2322","Airport","Trip Completed","17","Wednesday","Evening"
"950","City","Trip Completed","17","Wednesday","Evening"
"2639","Airport","Trip Completed","17","Wednesday","Evening"
"3177","City","Cancelled","17","Wednesday","Evening"
"2532","Airport","Trip Completed","17","Wednesday","Evening"
"335","Airport","Trip Completed","17","Wednesday","Evening"
"2483","City","Trip Completed","17","Wednesday","Evening"
"2686","City","Trip Completed","17","Wednesday","Evening"
"5303","Airport","No Cars Available","17","Wednesday","Evening"
"5302","Airport","No Cars Available","17","Wednesday","Evening"
"5301","Airport","No Cars Available","17","Wednesday","Evening"
"1597","City","Trip Completed","17","Wednesday","Evening"
"5300","City","No Cars Available","17","Wednesday","Evening"
"5299","Airport","No Cars Available","17","Wednesday","Evening"
"1609","City","Trip Completed","17","Wednesday","Evening"
"5298","Airport","No Cars Available","17","Wednesday","Evening"
"5297","Airport","No Cars Available","17","Wednesday","Evening"
"5296","Airport","No Cars Available","17","Wednesday","Evening"
"5295","Airport","No Cars Available","17","Wednesday","Evening"
"5294","Airport","No Cars Available","17","Wednesday","Evening"
"1629","Airport","Trip Completed","17","Wednesday","Evening"
"5304","Airport","No Cars Available","17","Wednesday","Evening"
"5306","Airport","No Cars Available","17","Wednesday","Evening"
"5316","Airport","No Cars Available","17","Wednesday","Evening"
"5315","Airport","No Cars Available","17","Wednesday","Evening"
"5314","Airport","No Cars Available","17","Wednesday","Evening"
"5312","Airport","No Cars Available","17","Wednesday","Evening"
"5311","Airport","No Cars Available","17","Wednesday","Evening"
"5310","Airport","No Cars Available","17","Wednesday","Evening"
"1561","Airport","Trip Completed","17","Wednesday","Evening"
"5309","Airport","No Cars Available","17","Wednesday","Evening"
"5308","Airport","No Cars Available","17","Wednesday","Evening"
"1575","Airport","Trip Completed","17","Wednesday","Evening"
"5307","Airport","No Cars Available","17","Wednesday","Evening"
"5305","Airport","No Cars Available","17","Wednesday","Evening"
"5317","Airport","No Cars Available","17","Wednesday","Evening"
"5292","Airport","No Cars Available","17","Wednesday","Evening"
"15","Airport","Trip Completed","17","Wednesday","Evening"
"726","City","Trip Completed","17","Wednesday","Evening"
"748","Airport","Trip Completed","17","Wednesday","Evening"
"785","City","Trip Completed","17","Wednesday","Evening"
"3790","Airport","Cancelled","17","Wednesday","Evening"
"815","City","Trip Completed","17","Wednesday","Evening"
"1806","Airport","Trip Completed","17","Wednesday","Evening"
"5293","Airport","No Cars Available","17","Wednesday","Evening"
"5291","Airport","No Cars Available","17","Wednesday","Evening"
"5290","Airport","No Cars Available","17","Wednesday","Evening"
"2060","City","Trip Completed","17","Wednesday","Evening"
"1659","Airport","Trip Completed","17","Wednesday","Evening"
"1999","Airport","Trip Completed","17","Wednesday","Evening"
"1991","Airport","Trip Completed","17","Wednesday","Evening"
"3692","City","Cancelled","17","Wednesday","Evening"
"2871","City","Cancelled","17","Wednesday","Evening"
"1923","City","Trip Completed","17","Wednesday","Evening"
"5313","Airport","No Cars Available","17","Wednesday","Evening"
"5319","Airport","No Cars Available","17","Wednesday","Evening"
"5318","Airport","No Cars Available","17","Wednesday","Evening"
"5332","Airport","No Cars Available","17","Wednesday","Evening"
"2169","Airport","Trip Completed","17","Wednesday","Evening"
"5331","Airport","No Cars Available","17","Wednesday","Evening"
"1478","City","Trip Completed","17","Wednesday","Evening"
"5330","Airport","No Cars Available","17","Wednesday","Evening"
"5329","Airport","No Cars Available","17","Wednesday","Evening"
"5328","Airport","No Cars Available","17","Wednesday","Evening"
"5327","Airport","No Cars Available","17","Wednesday","Evening"
"2185","City","Trip Completed","17","Wednesday","Evening"
"1424","City","Trip Completed","17","Wednesday","Evening"
"79","Airport","Trip Completed","17","Wednesday","Evening"
"3543","Airport","Cancelled","17","Wednesday","Evening"
"5323","Airport","No Cars Available","17","Wednesday","Evening"
"5320","Airport","No Cars Available","17","Wednesday","Evening"
"1529","City","Trip Completed","17","Wednesday","Evening"
"5322","Airport","No Cars Available","17","Wednesday","Evening"
"5324","Airport","No Cars Available","17","Wednesday","Evening"
"5326","Airport","No Cars Available","17","Wednesday","Evening"
"5325","Airport","No Cars Available","17","Wednesday","Evening"
"5321","Airport","No Cars Available","17","Wednesday","Evening"
"1031","Airport","Trip Completed","18","Wednesday","Evening"
"1079","City","Trip Completed","18","Wednesday","Evening"
"916","Airport","Trip Completed","18","Wednesday","Evening"
"918","Airport","Trip Completed","18","Wednesday","Evening"
"5340","Airport","No Cars Available","18","Wednesday","Evening"
"5339","Airport","No Cars Available","18","Wednesday","Evening"
"5338","Airport","No Cars Available","18","Wednesday","Evening"
"5337","Airport","No Cars Available","18","Wednesday","Evening"
"5336","Airport","No Cars Available","18","Wednesday","Evening"
"5335","Airport","No Cars Available","18","Wednesday","Evening"
"5341","Airport","No Cars Available","18","Wednesday","Evening"
"5334","Airport","No Cars Available","18","Wednesday","Evening"
"5333","Airport","No Cars Available","18","Wednesday","Evening"
"5342","Airport","No Cars Available","18","Wednesday","Evening"
"5354","Airport","No Cars Available","18","Wednesday","Evening"
"5353","Airport","No Cars Available","18","Wednesday","Evening"
"5352","Airport","No Cars Available","18","Wednesday","Evening"
"5351","Airport","No Cars Available","18","Wednesday","Evening"
"5350","Airport","No Cars Available","18","Wednesday","Evening"
"5349","Airport","No Cars Available","18","Wednesday","Evening"
"5348","Airport","No Cars Available","18","Wednesday","Evening"
"5347","Airport","No Cars Available","18","Wednesday","Evening"
"5346","Airport","No Cars Available","18","Wednesday","Evening"
"5345","Airport","No Cars Available","18","Wednesday","Evening"
"5344","Airport","No Cars Available","18","Wednesday","Evening"
"5343","Airport","No Cars Available","18","Wednesday","Evening"
"5355","Airport","No Cars Available","18","Wednesday","Evening"
"668","Airport","Trip Completed","18","Wednesday","Evening"
"291","Airport","Trip Completed","18","Wednesday","Evening"
"893","City","Trip Completed","18","Wednesday","Evening"
"759","City","Trip Completed","18","Wednesday","Evening"
"248","City","Trip Completed","18","Wednesday","Evening"
"208","City","Trip Completed","18","Wednesday","Evening"
"5356","Airport","No Cars Available","18","Wednesday","Evening"
"618","City","Trip Completed","18","Wednesday","Evening"
"5387","Airport","No Cars Available","18","Wednesday","Evening"
"5386","Airport","No Cars Available","18","Wednesday","Evening"
"5385","Airport","No Cars Available","18","Wednesday","Evening"
"519","City","Trip Completed","18","Wednesday","Evening"
"345","City","Trip Completed","18","Wednesday","Evening"
"415","City","Trip Completed","18","Wednesday","Evening"
"464","Airport","Trip Completed","18","Wednesday","Evening"
"387","City","Trip Completed","18","Wednesday","Evening"
"5369","Airport","No Cars Available","18","Wednesday","Evening"
"5368","Airport","No Cars Available","18","Wednesday","Evening"
"5367","Airport","No Cars Available","18","Wednesday","Evening"
"5366","Airport","No Cars Available","18","Wednesday","Evening"
"5365","Airport","No Cars Available","18","Wednesday","Evening"
"5364","Airport","No Cars Available","18","Wednesday","Evening"
"5363","Airport","No Cars Available","18","Wednesday","Evening"
"5370","Airport","No Cars Available","18","Wednesday","Evening"
"5362","Airport","No Cars Available","18","Wednesday","Evening"
"5360","Airport","No Cars Available","18","Wednesday","Evening"
"5359","Airport","No Cars Available","18","Wednesday","Evening"
"5358","City","No Cars Available","18","Wednesday","Evening"
"5357","Airport","No Cars Available","18","Wednesday","Evening"
"5361","Airport","No Cars Available","18","Wednesday","Evening"
"5371","Airport","No Cars Available","18","Wednesday","Evening"
"5384","Airport","No Cars Available","18","Wednesday","Evening"
"5383","Airport","No Cars Available","18","Wednesday","Evening"
"5382","Airport","No Cars Available","18","Wednesday","Evening"
"5381","Airport","No Cars Available","18","Wednesday","Evening"
"5380","City","No Cars Available","18","Wednesday","Evening"
"5379","Airport","No Cars Available","18","Wednesday","Evening"
"5378","Airport","No Cars Available","18","Wednesday","Evening"
"5377","Airport","No Cars Available","18","Wednesday","Evening"
"5376","City","No Cars Available","18","Wednesday","Evening"
"5375","Airport","No Cars Available","18","Wednesday","Evening"
"5374","Airport","No Cars Available","18","Wednesday","Evening"
"5373","Airport","No Cars Available","18","Wednesday","Evening"
"5372","Airport","No Cars Available","18","Wednesday","Evening"
"1889","City","Trip Completed","18","Wednesday","Evening"
"4019","Airport","Cancelled","18","Wednesday","Evening"
"3995","Airport","Cancelled","18","Wednesday","Evening"
"1378","Airport","Trip Completed","18","Wednesday","Evening"
"1189","Airport","Trip Completed","18","Wednesday","Evening"
"1183","Airport","Trip Completed","18","Wednesday","Evening"
"2727","Airport","Trip Completed","18","Wednesday","Evening"
"2720","Airport","Trip Completed","18","Wednesday","Evening"
"2288","Airport","Trip Completed","18","Wednesday","Evening"
"2864","City","Cancelled","18","Wednesday","Evening"
"1675","Airport","Trip Completed","18","Wednesday","Evening"
"2811","City","Trip Completed","18","Wednesday","Evening"
"3492","Airport","Cancelled","18","Wednesday","Evening"
"2216","City","Trip Completed","18","Wednesday","Evening"
"2525","City","Trip Completed","18","Wednesday","Evening"
"1878","City","Trip Completed","19","Wednesday","Evening"
"736","City","Trip Completed","19","Wednesday","Evening"
"282","Airport","Trip Completed","19","Wednesday","Evening"
"1719","City","Trip Completed","19","Wednesday","Evening"
"2295","Airport","Trip Completed","19","Wednesday","Evening"
"573","Airport","Trip Completed","19","Wednesday","Evening"
"3390","Airport","Cancelled","19","Wednesday","Evening"
"1855","Airport","Trip Completed","19","Wednesday","Evening"
"1751","Airport","Trip Completed","19","Wednesday","Evening"
"883","Airport","Trip Completed","19","Wednesday","Evening"
"5392","Airport","No Cars Available","19","Wednesday","Evening"
"5393","Airport","No Cars Available","19","Wednesday","Evening"
"5394","Airport","No Cars Available","19","Wednesday","Evening"
"5395","Airport","No Cars Available","19","Wednesday","Evening"
"5396","Airport","No Cars Available","19","Wednesday","Evening"
"5397","Airport","No Cars Available","19","Wednesday","Evening"
"5398","Airport","No Cars Available","19","Wednesday","Evening"
"5391","Airport","No Cars Available","19","Wednesday","Evening"
"5399","Airport","No Cars Available","19","Wednesday","Evening"
"5401","Airport","No Cars Available","19","Wednesday","Evening"
"5402","Airport","No Cars Available","19","Wednesday","Evening"
"5403","Airport","No Cars Available","19","Wednesday","Evening"
"5404","Airport","No Cars Available","19","Wednesday","Evening"
"5405","Airport","No Cars Available","19","Wednesday","Evening"
"5406","Airport","No Cars Available","19","Wednesday","Evening"
"5407","Airport","No Cars Available","19","Wednesday","Evening"
"5400","Airport","No Cars Available","19","Wednesday","Evening"
"5408","Airport","No Cars Available","19","Wednesday","Evening"
"5390","Airport","No Cars Available","19","Wednesday","Evening"
"5388","Airport","No Cars Available","19","Wednesday","Evening"
"5389","City","No Cars Available","19","Wednesday","Evening"
"5409","Airport","No Cars Available","19","Wednesday","Evening"
"5410","Airport","No Cars Available","19","Wednesday","Evening"
"5411","Airport","No Cars Available","19","Wednesday","Evening"
"5433","Airport","No Cars Available","19","Wednesday","Evening"
"5434","Airport","No Cars Available","19","Wednesday","Evening"
"5435","Airport","No Cars Available","19","Wednesday","Evening"
"5436","Airport","No Cars Available","19","Wednesday","Evening"
"5437","Airport","No Cars Available","19","Wednesday","Evening"
"5438","Airport","No Cars Available","19","Wednesday","Evening"
"5439","Airport","No Cars Available","19","Wednesday","Evening"
"5432","Airport","No Cars Available","19","Wednesday","Evening"
"5440","Airport","No Cars Available","19","Wednesday","Evening"
"5431","Airport","No Cars Available","19","Wednesday","Evening"
"5430","Airport","No Cars Available","19","Wednesday","Evening"
"5429","Airport","No Cars Available","19","Wednesday","Evening"
"5412","Airport","No Cars Available","19","Wednesday","Evening"
"5413","Airport","No Cars Available","19","Wednesday","Evening"
"5414","Airport","No Cars Available","19","Wednesday","Evening"
"5415","Airport","No Cars Available","19","Wednesday","Evening"
"5416","Airport","No Cars Available","19","Wednesday","Evening"
"5417","Airport","No Cars Available","19","Wednesday","Evening"
"5418","Airport","No Cars Available","19","Wednesday","Evening"
"5419","Airport","No Cars Available","19","Wednesday","Evening"
"5420","Airport","No Cars Available","19","Wednesday","Evening"
"5421","Airport","No Cars Available","19","Wednesday","Evening"
"5422","Airport","No Cars Available","19","Wednesday","Evening"
"5423","Airport","No Cars Available","19","Wednesday","Evening"
"5424","Airport","No Cars Available","19","Wednesday","Evening"
"5425","Airport","No Cars Available","19","Wednesday","Evening"
"5426","Airport","No Cars Available","19","Wednesday","Evening"
"5427","Airport","No Cars Available","19","Wednesday","Evening"
"5428","Airport","No Cars Available","19","Wednesday","Evening"
"3605","Airport","Cancelled","19","Wednesday","Evening"
"2047","Airport","Trip Completed","19","Wednesday","Evening"
"33","Airport","Trip Completed","19","Wednesday","Evening"
"1960","City","Trip Completed","19","Wednesday","Evening"
"1978","Airport","Trip Completed","19","Wednesday","Evening"
"2135","Airport","Trip Completed","19","Wednesday","Evening"
"2241","City","Trip Completed","19","Wednesday","Evening"
"2099","City","Trip Completed","19","Wednesday","Evening"
"1214","City","Trip Completed","19","Wednesday","Evening"
"1227","City","Trip Completed","19","Wednesday","Evening"
"1167","City","Trip Completed","19","Wednesday","Evening"
"1454","Airport","Trip Completed","19","Wednesday","Evening"
"318","City","Trip Completed","19","Wednesday","Evening"
"1562","Airport","Trip Completed","19","Wednesday","Evening"
"2613","Airport","Trip Completed","19","Wednesday","Evening"
"2733","Airport","Trip Completed","19","Wednesday","Evening"
"3088","City","Cancelled","19","Wednesday","Evening"
"1148","City","Trip Completed","19","Wednesday","Evening"
"2803","City","Trip Completed","19","Wednesday","Evening"
"2752","Airport","Trip Completed","19","Wednesday","Evening"
"3276","Airport","Cancelled","19","Wednesday","Evening"
"427","City","Trip Completed","19","Wednesday","Evening"
"2432","Airport","Trip Completed","19","Wednesday","Evening"
"190","City","Trip Completed","19","Wednesday","Evening"
"1708","City","Trip Completed","19","Wednesday","Evening"
"3927","Airport","Cancelled","19","Wednesday","Evening"
"393","City","Trip Completed","19","Wednesday","Evening"
"443","Airport","Trip Completed","19","Wednesday","Evening"
"611","Airport","Trip Completed","0","Friday","Midnight"
"56","Airport","Trip Completed","0","Friday","Midnight"
"1042","City","Trip Completed","0","Friday","Midnight"
"1294","Airport","Trip Completed","0","Friday","Midnight"
"1074","City","Trip Completed","0","Friday","Midnight"
"2324","City","Trip Completed","0","Friday","Midnight"
"455","Airport","Trip Completed","0","Friday","Midnight"
"2343","City","Trip Completed","0","Friday","Midnight"
"6174","Airport","No Cars Available","0","Friday","Midnight"
"6169","City","No Cars Available","0","Friday","Midnight"
"6168","Airport","No Cars Available","0","Friday","Midnight"
"6167","City","No Cars Available","0","Friday","Midnight"
"6166","Airport","No Cars Available","0","Friday","Midnight"
"6165","Airport","No Cars Available","0","Friday","Midnight"
"2534","Airport","Trip Completed","0","Friday","Midnight"
"3844","City","Cancelled","0","Friday","Midnight"
"2137","City","Trip Completed","0","Friday","Midnight"
"6170","Airport","No Cars Available","0","Friday","Midnight"
"6171","City","No Cars Available","0","Friday","Midnight"
"6172","Airport","No Cars Available","0","Friday","Midnight"
"6173","City","No Cars Available","0","Friday","Midnight"
"6180","Airport","No Cars Available","1","Friday","Midnight"
"6176","City","No Cars Available","1","Friday","Midnight"
"6179","City","No Cars Available","1","Friday","Midnight"
"6178","Airport","No Cars Available","1","Friday","Midnight"
"6177","Airport","No Cars Available","1","Friday","Midnight"
"825","City","Trip Completed","1","Friday","Midnight"
"6181","City","No Cars Available","1","Friday","Midnight"
"2161","Airport","Trip Completed","1","Friday","Midnight"
"6188","Airport","No Cars Available","1","Friday","Midnight"
"6187","City","No Cars Available","1","Friday","Midnight"
"6186","City","No Cars Available","1","Friday","Midnight"
"6185","Airport","No Cars Available","1","Friday","Midnight"
"6184","Airport","No Cars Available","1","Friday","Midnight"
"6183","Airport","No Cars Available","1","Friday","Midnight"
"6182","Airport","No Cars Available","1","Friday","Midnight"
"858","Airport","Trip Completed","1","Friday","Midnight"
"6175","City","No Cars Available","1","Friday","Midnight"
"3056","City","Cancelled","1","Friday","Midnight"
"691","Airport","Trip Completed","1","Friday","Midnight"
"6189","Airport","No Cars Available","2","Friday","Midnight"
"6190","City","No Cars Available","2","Friday","Midnight"
"6191","Airport","No Cars Available","2","Friday","Midnight"
"6192","Airport","No Cars Available","2","Friday","Midnight"
"1818","City","Trip Completed","2","Friday","Midnight"
"6193","City","No Cars Available","2","Friday","Midnight"
"6195","City","No Cars Available","2","Friday","Midnight"
"6196","City","No Cars Available","2","Friday","Midnight"
"3527","City","Cancelled","2","Friday","Midnight"
"1963","City","Trip Completed","2","Friday","Midnight"
"6194","Airport","No Cars Available","2","Friday","Midnight"
"26","City","Trip Completed","2","Friday","Midnight"
"1517","Airport","Trip Completed","2","Friday","Midnight"
"544","City","Trip Completed","2","Friday","Midnight"
"2672","Airport","Trip Completed","2","Friday","Midnight"
"2704","Airport","Trip Completed","2","Friday","Midnight"
"2325","Airport","Trip Completed","2","Friday","Midnight"
"436","City","Trip Completed","2","Friday","Midnight"
"445","City","Trip Completed","2","Friday","Midnight"
"224","City","Trip Completed","2","Friday","Midnight"
"3304","City","Cancelled","2","Friday","Midnight"
"2614","Airport","Trip Completed","3","Friday","Midnight"
"1663","Airport","Trip Completed","3","Friday","Midnight"
"600","City","Trip Completed","3","Friday","Midnight"
"1504","City","Trip Completed","3","Friday","Midnight"
"6207","Airport","No Cars Available","3","Friday","Midnight"
"6206","City","No Cars Available","3","Friday","Midnight"
"6205","Airport","No Cars Available","3","Friday","Midnight"
"6204","City","No Cars Available","3","Friday","Midnight"
"6203","City","No Cars Available","3","Friday","Midnight"
"6202","City","No Cars Available","3","Friday","Midnight"
"6201","City","No Cars Available","3","Friday","Midnight"
"6200","Airport","No Cars Available","3","Friday","Midnight"
"6199","Airport","No Cars Available","3","Friday","Midnight"
"6198","City","No Cars Available","3","Friday","Midnight"
"6197","City","No Cars Available","3","Friday","Midnight"
"2385","City","Trip Completed","3","Friday","Midnight"
"6208","Airport","No Cars Available","3","Friday","Midnight"
"6209","Airport","No Cars Available","3","Friday","Midnight"
"1933","City","Trip Completed","3","Friday","Midnight"
"2173","City","Trip Completed","0","Monday","Midnight"
"1303","Airport","Trip Completed","0","Monday","Midnight"
"2700","Airport","Trip Completed","0","Monday","Midnight"
"776","Airport","Trip Completed","0","Monday","Midnight"
"4100","City","No Cars Available","0","Monday","Midnight"
"4099","Airport","No Cars Available","0","Monday","Midnight"
"4098","Airport","No Cars Available","0","Monday","Midnight"
"4097","City","No Cars Available","0","Monday","Midnight"
"4096","City","No Cars Available","0","Monday","Midnight"
"4095","City","No Cars Available","0","Monday","Midnight"
"2506","Airport","Trip Completed","0","Monday","Midnight"
"1462","City","Trip Completed","0","Monday","Midnight"
"3791","City","Cancelled","0","Monday","Midnight"
"4102","City","No Cars Available","0","Monday","Midnight"
"2245","Airport","Trip Completed","0","Monday","Midnight"
"4101","City","No Cars Available","0","Monday","Midnight"
"4111","Airport","No Cars Available","1","Monday","Midnight"
"4110","City","No Cars Available","1","Monday","Midnight"
"4109","Airport","No Cars Available","1","Monday","Midnight"
"4108","Airport","No Cars Available","1","Monday","Midnight"
"4107","City","No Cars Available","1","Monday","Midnight"
"4116","City","No Cars Available","1","Monday","Midnight"
"4115","Airport","No Cars Available","1","Monday","Midnight"
"4113","Airport","No Cars Available","1","Monday","Midnight"
"4112","Airport","No Cars Available","1","Monday","Midnight"
"4114","Airport","No Cars Available","1","Monday","Midnight"
"1884","City","Trip Completed","1","Monday","Midnight"
"4106","City","No Cars Available","1","Monday","Midnight"
"4105","Airport","No Cars Available","1","Monday","Midnight"
"4104","Airport","No Cars Available","1","Monday","Midnight"
"4103","City","No Cars Available","1","Monday","Midnight"
"1144","City","Trip Completed","1","Monday","Midnight"
"1839","Airport","Trip Completed","1","Monday","Midnight"
"3669","City","Cancelled","1","Monday","Midnight"
"4125","Airport","No Cars Available","2","Monday","Midnight"
"4118","City","No Cars Available","2","Monday","Midnight"
"2797","Airport","Trip Completed","2","Monday","Midnight"
"4122","City","No Cars Available","2","Monday","Midnight"
"4124","Airport","No Cars Available","2","Monday","Midnight"
"4121","Airport","No Cars Available","2","Monday","Midnight"
"4120","City","No Cars Available","2","Monday","Midnight"
"4119","Airport","No Cars Available","2","Monday","Midnight"
"4117","City","No Cars Available","2","Monday","Midnight"
"1044","City","Trip Completed","2","Monday","Midnight"
"1593","Airport","Trip Completed","2","Monday","Midnight"
"752","City","Trip Completed","2","Monday","Midnight"
"4123","Airport","No Cars Available","2","Monday","Midnight"
"1024","City","Trip Completed","2","Monday","Midnight"
"4134","City","No Cars Available","3","Monday","Midnight"
"4132","Airport","No Cars Available","3","Monday","Midnight"
"4131","City","No Cars Available","3","Monday","Midnight"
"917","Airport","Trip Completed","3","Monday","Midnight"
"4130","City","No Cars Available","3","Monday","Midnight"
"4128","Airport","No Cars Available","3","Monday","Midnight"
"4126","City","No Cars Available","3","Monday","Midnight"
"1420","City","Trip Completed","3","Monday","Midnight"
"4127","Airport","No Cars Available","3","Monday","Midnight"
"4135","City","No Cars Available","3","Monday","Midnight"
"4129","Airport","No Cars Available","3","Monday","Midnight"
"4133","City","No Cars Available","3","Monday","Midnight"
"840","City","Trip Completed","3","Monday","Midnight"
"1345","City","Trip Completed","3","Monday","Midnight"
"965","City","Trip Completed","3","Monday","Midnight"
"101","Airport","Trip Completed","3","Monday","Midnight"
"1185","City","Trip Completed","3","Monday","Midnight"
"5604","City","No Cars Available","0","Thursday","Midnight"
"5603","Airport","No Cars Available","0","Thursday","Midnight"
"5601","Airport","No Cars Available","0","Thursday","Midnight"
"5599","Airport","No Cars Available","0","Thursday","Midnight"
"5598","City","No Cars Available","0","Thursday","Midnight"
"5597","Airport","No Cars Available","0","Thursday","Midnight"
"5596","City","No Cars Available","0","Thursday","Midnight"
"5595","City","No Cars Available","0","Thursday","Midnight"
"5602","Airport","No Cars Available","0","Thursday","Midnight"
"5594","City","No Cars Available","0","Thursday","Midnight"
"567","City","Trip Completed","0","Thursday","Midnight"
"1073","Airport","Trip Completed","0","Thursday","Midnight"
"1864","Airport","Trip Completed","0","Thursday","Midnight"
"2030","Airport","Trip Completed","0","Thursday","Midnight"
"5600","Airport","No Cars Available","0","Thursday","Midnight"
"1774","City","Trip Completed","0","Thursday","Midnight"
"971","City","Trip Completed","0","Thursday","Midnight"
"2423","City","Trip Completed","0","Thursday","Midnight"
"1361","City","Trip Completed","0","Thursday","Midnight"
"2804","Airport","Trip Completed","0","Thursday","Midnight"
"2281","City","Trip Completed","0","Thursday","Midnight"
"1730","Airport","Trip Completed","0","Thursday","Midnight"
"787","Airport","Trip Completed","0","Thursday","Midnight"
"2112","City","Trip Completed","1","Thursday","Midnight"
"535","City","Trip Completed","1","Thursday","Midnight"
"2728","City","Trip Completed","1","Thursday","Midnight"
"5616","City","No Cars Available","1","Thursday","Midnight"
"5620","Airport","No Cars Available","1","Thursday","Midnight"
"5619","City","No Cars Available","1","Thursday","Midnight"
"5618","Airport","No Cars Available","1","Thursday","Midnight"
"5617","City","No Cars Available","1","Thursday","Midnight"
"5615","City","No Cars Available","1","Thursday","Midnight"
"5614","City","No Cars Available","1","Thursday","Midnight"
"5613","Airport","No Cars Available","1","Thursday","Midnight"
"5612","City","No Cars Available","1","Thursday","Midnight"
"5611","City","No Cars Available","1","Thursday","Midnight"
"5610","City","No Cars Available","1","Thursday","Midnight"
"5609","City","No Cars Available","1","Thursday","Midnight"
"5608","Airport","No Cars Available","1","Thursday","Midnight"
"5607","City","No Cars Available","1","Thursday","Midnight"
"5606","Airport","No Cars Available","1","Thursday","Midnight"
"5605","City","No Cars Available","1","Thursday","Midnight"
"1127","Airport","Trip Completed","1","Thursday","Midnight"
"2261","City","Trip Completed","1","Thursday","Midnight"
"536","Airport","Trip Completed","2","Thursday","Midnight"
"1661","City","Trip Completed","2","Thursday","Midnight"
"1335","Airport","Trip Completed","2","Thursday","Midnight"
"34","City","Trip Completed","2","Thursday","Midnight"
"1979","Airport","Trip Completed","2","Thursday","Midnight"
"53","Airport","Trip Completed","2","Thursday","Midnight"
"3786","City","Cancelled","2","Thursday","Midnight"
"5626","Airport","No Cars Available","2","Thursday","Midnight"
"5627","City","No Cars Available","2","Thursday","Midnight"
"5628","Airport","No Cars Available","2","Thursday","Midnight"
"5629","City","No Cars Available","2","Thursday","Midnight"
"5630","City","No Cars Available","2","Thursday","Midnight"
"5631","City","No Cars Available","2","Thursday","Midnight"
"5632","City","No Cars Available","2","Thursday","Midnight"
"5625","City","No Cars Available","2","Thursday","Midnight"
"1020","City","Trip Completed","2","Thursday","Midnight"
"5633","Airport","No Cars Available","2","Thursday","Midnight"
"5624","City","No Cars Available","2","Thursday","Midnight"
"5623","City","No Cars Available","2","Thursday","Midnight"
"1486","City","Trip Completed","2","Thursday","Midnight"
"467","Airport","Trip Completed","2","Thursday","Midnight"
"107","Airport","Trip Completed","2","Thursday","Midnight"
"5621","City","No Cars Available","2","Thursday","Midnight"
"5622","City","No Cars Available","2","Thursday","Midnight"
"5642","City","No Cars Available","3","Thursday","Midnight"
"646","City","Trip Completed","3","Thursday","Midnight"
"823","City","Trip Completed","3","Thursday","Midnight"
"5638","City","No Cars Available","3","Thursday","Midnight"
"5639","Airport","No Cars Available","3","Thursday","Midnight"
"5640","Airport","No Cars Available","3","Thursday","Midnight"
"5641","Airport","No Cars Available","3","Thursday","Midnight"
"5644","Airport","No Cars Available","3","Thursday","Midnight"
"5643","City","No Cars Available","3","Thursday","Midnight"
"1731","City","Trip Completed","3","Thursday","Midnight"
"5637","Airport","No Cars Available","3","Thursday","Midnight"
"1388","City","Trip Completed","3","Thursday","Midnight"
"5634","Airport","No Cars Available","3","Thursday","Midnight"
"5635","City","No Cars Available","3","Thursday","Midnight"
"5636","City","No Cars Available","3","Thursday","Midnight"
"1149","City","Trip Completed","3","Thursday","Midnight"
"62","City","Trip Completed","3","Thursday","Midnight"
"2089","Airport","Trip Completed","3","Thursday","Midnight"
"1180","City","Trip Completed","0","Tuesday","Midnight"
